class,num_clients,Sum of Instances in Clients,Max. Of Instances in Clients,Min. Of Instances in Clients,Stddev of Instances in Clients,Average Dataset Missing Values %,Min Dataset Missing Values %,Max Dataset Missing Values %,Stddev Dataset Missing Values %,Average Target Missing Values %,Min Target Missing Values %,Max Target Missing Values %,Stddev Target Missing Values %,No. Of Features,No. Of Numerical Features,No. Of Categorical Features,Sampling Rate,Average Skewness of Numerical Features,Minimum Skewness of Numerical Features,Maximum Skewness of Numerical Features,Stddev Skewness of Numerical Features,Average Kurtosis of Numerical Features,Minimum Kurtosis of Numerical Features,Maximum Kurtosis of Numerical Features,Stddev Kurtosis of Numerical Features,Avg No. of Symbols per Categorical Features,Min. No. Of Symbols per Categorical Features,Max. No. Of Symbols per Categorical Features,Stddev No. Of Symbols per Categorical Features,Avg No. Of Stationary Features,Min No. Of Stationary Features,Max No. Of Stationary Features,Stddev No. Of Stationary Features,Avg No. Of Stationary Features after 1st order,Min No. Of Stationary Features after 1st order,Max No. Of Stationary Features after 1st order,Stddev No. Of Stationary Features after 1st order,Avg No. Of Stationary Features after 2nd order,Min No. Of Stationary Features after 2nd order,Max No. Of Stationary Features after 2nd order,Stddev No. Of Stationary Features after 2nd order,Avg No. Of Significant Lags in Target,Min No. Of Significant Lags in Target,Max No. Of Significant Lags in Target,Stddev No. Of Significant Lags in Target,Avg No. Of Insignificant Lags in Target,Max No. Of Insignificant Lags in Target,Min No. Of Insignificant Lags in Target,Stddev No. Of Insignificant Lags in Target,Avg. No. Of Seasonality Components in Target,Max No. Of Seasonality Components in Target,Min No. Of Seasonality Components in Target,Stddev No. Of Seasonality Components in Target,Average Fractal Dimensionality Across Clients of Target,Maximum Period of Seasonality Components in Target Across Clients,Minimum Period of Seasonality Components in Target Across Clients,Entropy of Target Stationarity
HUBERREGRESSOR,5,5760,1152,1152,0.0,5.121527777777778,3.9930555555555554,6.684027777777778,0.8784104611578831,5.121527777777778,3.9930555555555554,6.684027777777778,0.8784104611578831,2,1,1,0.5,0.1578186105033087,0.032416097,0.2972652135229871,0.0,1.1274563739326426,0.8003535549415752,1.2642349913369892,0.0,1.0,1,1,0,1.4,1,2,0.4898979485566356,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.1764843296159165,0,0,0.6730116670092565
XGBRegressor,10,42041,4205,4204,0.3,4.999884035474962,4.329210275927688,5.613701236917222,0.3452055191240281,4.999884035474962,4.329210275927688,5.613701236917222,0.3452055191240281,2,2,0,0.1666666666666666,0.2360118812043984,0.006437509,2.6139526937983733,0.5247803533057886,1.4458910498334343,1.054448485765079,5.716995861444959,0.9400723686487784,0.0,0,0,0,1.2,1,2,0.4,1.0,1,1,0.0,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.015223229,0,0,0.5004024235381879
XGBRegressor,5,12671,2535,2534,0.3999999999999999,5.027281827111831,4.339250493096647,5.564325177584846,0.4260251188245132,5.027281827111831,4.339250493096647,5.564325177584846,0.4260251188245132,3,3,0,0.5,3.354796834758253,1.1168262834001106,4.601134658628778,0.000975917,15.909293187357983,0.3413088659069987,25.08940776078471,0.008329262,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.1290632512909697,0,0,0.0
XGBRegressor,20,17280,864,864,0.0,4.94212963,3.587962962962963,6.134259259,0.6114573584200136,4.94212963,3.587962962962963,6.134259259,0.6114573584200136,6,6,0,0.1666666666666666,1.919170664978187,1.704985183463788e-05,4.452417724994831,0.6669884344585307,7.035576922181898,0.032395553,24.943092761458843,3.748811962439851,0.0,0,0,0,3.75,0,6,2.021756661915573,5.2,5,6,0.3999999999999999,6.0,6,6,0.0,5,5,5,0,3,3,3,0,0,0,0,0,0.091003838,0,0,0.6108643020548935
XGBRegressor,5,7006,1402,1401,0.4,4.995840550004531,4.136947218259629,5.781584582441114,0.5369893319167643,4.995840550004531,4.136947218259629,5.781584582441114,0.5369893319167643,3,1,2,1.0,0.8234742564659673,0.030871006,2.184052472,0.0,1.4812442279492082,0.7416178772314983,3.448018531860152,0.0,1.1065139584824624,1,2,0,0.4,0,1,0.4898979485566356,1.6,1,2,0.4898979485566356,2.6,2,3,0.4898979485566356,0,0,0,0,0,0,0,0,0,0,0,0,0.024306926,0,0,0.6730116670092565
XGBRegressor,20,31101,1556,1555,0.2179449471770336,5.099511072,4.308681672025724,6.173633440514469,0.489765729,5.099511072,4.308681672025724,6.173633440514469,0.489765729,6,6,0,0.1666666666666666,2.2219795020136006,1.831776725017848e-05,4.940000622297137,0.4037999785736049,12.151781460016746,0.1721049843774755,30.53445983606955,3.0682350077571026,0.0,0,0,0,5.05,3,6,0.5894913061275798,5.25,5,6,0.4330127018922193,6.0,6,6,0.0,3,3,3,0,1,1,1,0,2,2,2,0,0.011188402,18,18,0.1985152433458726
LASSO,20,17280,864,864,0.0,5.040509259,3.7037037037037033,6.481481481481481,0.7035237876120037,5.040509259,3.7037037037037033,6.481481481481481,0.7035237876120037,6,6,0,0.1666666666666666,2.1532447014660496,1.223933476323738e-06,5.065108767411231,0.4816039658668602,11.691220603947176,0.01781731,29.903971253501137,3.296091097266181,0.0,0,0,0,4.95,3,6,0.497493719,5.1,5,6,0.3,5.7,5,6,0.458257569,3,3,3,0,1,1,1,0,2,2,2,0,0.015697231,3,3,0.1985152433458726
LASSO,5,8061,1613,1612,0.4000000000000001,4.925027575268561,4.277743335399876,5.272952853598015,0.3398815774842466,4.925027575268561,4.277743335399876,5.272952853598015,0.3398815774842466,5,5,0,0.5,0.6676110804981625,0.001578392,1.905824893264284,0.3153758370152257,3.1971191638659904,0.7248054941198401,7.589977888006072,0.9171328800811692,0.0,0,0,0,4.2,4,5,0.3999999999999999,4.0,4,4,0.0,5.0,5,5,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.3686042824945449,0,0,0.0
LinearSVR,15,14011,935,934,0.2494438257849293,4.9175264421517095,3.5331905781584587,6.102783725910064,0.6671323208943933,4.9175264421517095,3.5331905781584587,6.102783725910064,0.6671323208943933,2,2,0,0.5,2.0888581258608148,4.512319873618741e-06,5.826432549,0.9985127480429358,14.493190753659128,0.918302192,57.433775518762985,6.719956851105265,0.0,0,0,0,0.9333333333333332,0,1,0.2494438257849294,1.0666666666666669,1,2,0.2494438257849294,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.011402309,0,0,0.2449300267946353
XGBRegressor,20,42041,2103,2102,0.2179449471770336,5.016525257515768,4.186489058039962,6.089438629876309,0.4488559951803856,5.016525257515768,4.186489058039962,6.089438629876309,0.4488559951803856,2,2,0,0.1666666666666666,0.34020527,0.000203388,3.035359939,0.5958738900415986,1.4504730152649374,0.6362094383014183,8.479687639,1.1947504305962728,0.0,0,0,0,1.4,1,2,0.4898979485566356,1.15,1,2,0.3570714214271425,2.0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.018715927,0,0,0.0
ELASTICNETCV,15,17280,1152,1152,0.0,5.150462962962963,4.340277777777778,6.423611111111111,0.5798599560127474,5.150462962962963,4.340277777777778,6.423611111111111,0.5798599560127474,3,2,1,0.1666666666666666,0.1667360470567234,0.016424387,0.4017798858577892,0.055382303,1.2828689254902028,0.9581419090051532,1.616287311324506,0.1071453462318472,1.0,1,1,0,1.0,1,1,0.0,2.0,2,2,0.0,3.0,3,3,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.070768332,0,0,0.0
LinearSVR,5,34560,6912,6912,0.0,4.930555555555555,4.730902777777778,5.46875,0.2741064776108806,4.930555555555555,4.730902777777778,5.46875,0.2741064776108806,1,1,0,0.1666666666666666,1.1077367192154468,0.1922314375416464,3.017327706270087,0.0,2.31560025,0.1047376156561306,8.096880529095152,0.0,0.0,0,0,0,0.2,0,1,0.4000000000000001,0.2,0,1,0.4000000000000001,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.017974618,0,0,0.6730116670092565
HUBERREGRESSOR,5,20736,4148,4147,0.3999999999999999,4.976867477948181,4.652844744455159,5.353267422232939,0.2511656803943816,4.976867477948181,4.652844744455159,5.353267422232939,0.2511656803943816,4,4,0,0.1666666666666666,0.4616478461409473,0.085842385,0.8688122415975172,0.000230431,1.3518061775606118,0.1743457945961086,2.608280516945025,0.001328886,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.1751934845413015,0,0,0.0
XGBRegressor,15,42046,2804,2803,0.2494438257849294,4.973133533818209,3.8530146271851584,5.993578308954692,0.5415683219862939,4.973133533818209,3.8530146271851584,5.993578308954692,0.5415683219862939,4,4,0,0.1666666666666666,1.3649265364645422,0.00583906,4.860202077790282,0.8907275768379098,6.882496637881818,0.7036319277295564,28.132687061932018,4.984758331,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.1558570494658551,0,0,0.0
QUANTILEREGRESSOR,5,14016,2804,2803,0.3999999999999999,5.044205744507489,4.495183731716019,5.494113449875133,0.4036085268298271,5.044205744507489,4.495183731716019,5.494113449875133,0.4036085268298271,11,11,0,0.5,1.203012457,2.239748637046316e-05,4.895921959459991,0.6499730113988456,7.725547978376396,0.3565760617373863,30.45959213840185,4.132381348987162,0.0,0,0,0,7.8,6,10,1.6,10.2,10,11,0.3999999999999999,11.0,11,11,0.0,4,4,4,0,2,2,2,0,6,6,6,0,0.010528963,2804,934,0.6730116670092565
XGBRegressor,5,9216,1844,1843,0.4000000000000001,5.0564544509741385,4.666304937601736,5.588714053174173,0.3249208254446687,5.0564544509741385,4.666304937601736,5.588714053174173,0.3249208254446687,6,6,0,0.5,1.020592063212147,3.410537011000408e-05,4.798195983411727,0.8726256546286446,5.605780766219065,0.1038510370542531,28.020384566259835,5.514752601636141,0.0,0,0,0,4.6,3,5,0.7999999999999999,5.0,5,5,0.0,6.0,6,6,0.0,2,2,2,0,0,0,0,0,2,2,2,0,0.1785932827148546,368,368,0.0
XGBRegressor,5,9216,1844,1843,0.4,5.078128770054483,4.720564297341292,5.588714053174173,0.2863563662254057,5.078128770054483,4.720564297341292,5.588714053174173,0.2863563662254057,2,2,0,0.5,2.353709471395158,0.93242207,4.637690266852922,0.000728443,9.472050714682725,0.084268038,26.281877707430567,0.00172572,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.2770546619191851,0,0,0.0
LinearSVR,5,4031,807,806,0.4,4.986701350773782,3.593556381660471,6.327543424317618,0.9409768072336944,4.986701350773782,3.593556381660471,6.327543424317618,0.9409768072336944,9,9,0,1.0,1.2494741019063722,8.412511796383565e-06,4.022670196917833,0.5155555458840997,7.828983404261305,1.139518624575004,23.45877267207312,3.346593274335014,0.0,0,0,0,6.0,4,8,1.6733200530681511,8.2,8,9,0.3999999999999999,8.8,8,9,0.3999999999999999,4,4,4,0,2,2,2,0,4,4,4,0,0.029686738,807,806,0.6730116670092565
LASSO,20,24181,1210,1209,0.2179449471770336,4.970811202482757,4.218362282878412,5.872622002,0.5311235605482622,4.970811202482757,4.218362282878412,5.872622002,0.5311235605482622,3,2,1,0.1666666666666666,0.1695056316159439,0.004068928,0.4136831956058431,0.057323358,1.1717176063068508,0.7503443298688386,1.296867409607454,0.062510578,1.0,1,1,0,1.0,1,1,0.0,2.0,2,2,0.0,3.0,3,3,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.081645865,0,0,0.0
XGBRegressor,5,5760,1152,1152,0.0,4.809027777777778,4.253472222222222,5.555555555555555,0.4741840376301269,4.809027777777778,4.253472222222222,5.555555555555555,0.4741840376301269,4,2,2,1.0,1.332789541972942,0.011626536,4.6111213111579445,1.2023070728823382,7.016832309750319,0.6958410317561183,26.34743507061482,8.633955922974314,1.078745644599303,1,2,0,1.6,1,4,1.2000000000000002,2.6,2,3,0.4898979485566356,3.6,3,4,0.4898979485566356,1,1,1,0,0,0,0,0,0,0,0,0,0.034458943,0,0,0.6730116670092565
XGBRegressor,5,7005,1401,1401,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4,4,0,1.0,0.750654577,0.009999441,1.5526411816341503,0.09791008,0.9003890189930981,0.006108149,2.246644546946117,0.1585503452742352,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.5217787707816414,0,0,0.0
LinearSVR,10,42041,4205,4204,0.3,5.0260501577683225,4.686013320647002,5.470980019029495,0.221972463,5.0260501577683225,4.686013320647002,5.470980019029495,0.221972463,1,1,0,0.1666666666666666,0.5703719860843034,0.000426691,3.2706535257003044,0.0,2.0840748317402302,0.8791114500249013,9.807963867,0.0,0.0,0,0,0,0.3,0,1,0.4582575694955839,0.0,0,0,0.0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.015538258,0,0,0.5004024235381879
HUBERREGRESSOR,10,17280,1728,1728,0.0,4.965277777777778,4.050925925925926,6.423611111111111,0.7005900902972941,4.965277777777778,4.050925925925926,6.423611111111111,0.7005900902972941,5,5,0,0.1666666666666666,0.362429141,0.049235402,0.8819341157699618,0.002582043,0.8079984553722943,0.087619681,2.5952568284251045,0.007902098,0.0,0,0,0,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,5,5,5,0,3,3,3,0,0,0,0,0,0.1753802741031113,0,0,0.0
LinearSVR,20,34560,1728,1728,0.0,5.014467592592593,4.108796296296297,6.539351851851852,0.533310865,5.014467592592593,4.108796296296297,6.539351851851852,0.533310865,3,3,0,0.1666666666666666,0.1995060744994999,8.734819988440897e-05,2.0971807728372283,0.3775472308242102,1.408485713985514,0.1305482650834752,3.454901341673447,0.2479125494521288,0.0,0,0,0,2.4,2,3,0.4898979485566356,2.0,2,2,0.0,3.0,3,3,0.0,0,0,0,0,0,0,0,0,2,2,2,0,0.018102419,1727,1727,0.4227090878059908
LinearSVR,5,9216,1844,1843,0.4000000000000001,4.969639475390849,4.772234273318872,5.425935973955507,0.2492925870852088,4.969639475390849,4.772234273318872,5.425935973955507,0.2492925870852088,2,2,0,0.5,0.015851314,0.004761498,0.049481436,0.009971439,1.2384286307994048,1.201821805680724,1.300386138013932,0.020669614,0.0,0,0,0,2.0,2,2,0.0,2.0,2,2,0.0,2.0,2,2,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.5949689324447522,0,0,0.0
XGBRegressor,5,7006,1402,1401,0.4000000000000001,5.010034609474993,4.354032833690221,6.709493219129194,0.8772170220174582,5.010034609474993,4.354032833690221,6.709493219129194,0.8772170220174582,3,1,2,1.0,0.7431017983483911,0.011871129,2.191800350627553,0.0,1.5308072922294682,0.8623908950307442,3.519367862900678,0.0,1.1064377682403437,1,2,0,0.4,0,1,0.4898979485566356,1.6,1,2,0.4898979485566356,2.6,2,3,0.4898979485566356,0,0,0,0,0,0,0,0,0,0,0,0,0.021488599,0,0,0.6730116670092565
HUBERREGRESSOR,10,24191,2420,2419,0.3,4.964670190195388,4.588673005374122,5.704836709384043,0.3109128503302227,4.964670190195388,4.588673005374122,5.704836709384043,0.3109128503302227,3,2,1,0.1666666666666666,0.06724532,0.011898374,0.113625246,0.00020041,1.2097967753533811,1.049088118689905,1.3088034001503952,8.562852728270292e-05,1.0,1,1,0,0.0,0,0,0.0,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.080020203,0,0,0.0
LASSO,10,11520,1152,1152,0.0,4.991319444444445,4.079861111111112,5.989583333333334,0.5735082173319073,4.991319444444445,4.079861111111112,5.989583333333334,0.5735082173319073,6,6,0,0.5,1.3262627297333336,4.0888056638565554e-05,2.752463885924974,0.4114201725144824,6.980318035831819,0.2504570232200707,12.83502164177353,1.3867359843491969,0.0,0,0,0,5.0,5,5,0.0,5.4,5,6,0.4898979485566356,6.0,6,6,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.2209959907162657,0,0,0.0
XGBRegressor,5,12671,2535,2534,0.3999999999999999,4.900915206057578,4.143646408839778,5.404339250493097,0.4983696992784531,4.900915206057578,4.143646408839778,5.404339250493097,0.4983696992784531,4,3,1,0.5,1.807185846240868,0.049493646,4.408677848159035,0.00462955,7.908902336180541,0.7688223528419504,22.98024897643588,0.057060679,1.0,1,1,0,3.4,1,4,1.2000000000000002,4.0,4,4,0.0,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.084175939,0,0,0.5004024235381879
LinearSVR,5,42046,8410,8409,0.3999999999999999,4.935075365856383,4.733024140801522,5.256273040789631,0.2257247506896429,4.935075365856383,4.733024140801522,5.256273040789631,0.2257247506896429,5,5,0,0.1666666666666666,1.982973357,4.649816762655096e-05,4.816317951763693,0.7215309553030731,11.334090911137682,0.3717544822167737,28.946774634556405,4.256081746812491,0.0,0,0,0,3.4,1,4,1.2,4.0,4,4,0.0,5.0,5,5,0.0,3,3,3,0,1,1,1,0,1,1,1,0,0.009370996,2102,2102,0.5004024235381879
LASSO,5,7006,1402,1401,0.4,5.181310272568707,4.921540656205421,5.710206995003569,0.2952587868910288,5.181310272568707,4.921540656205421,5.710206995003569,0.2952587868910288,3,3,0,1.0,1.3615793441867907,0.002982411,3.8133341954308992,0.8529100139892836,6.016266404,0.9293760620178256,19.38701127169103,4.082527782138878,0.0,0,0,0,1.2,0,2,0.7483314773547883,2.0,2,2,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.018564479,0,0,0.6730116670092565
LinearSVR,15,14011,935,934,0.2494438257849294,5.081671991,4.068522483940043,6.209850107066381,0.666329063,5.081671991,4.068522483940043,6.209850107066381,0.666329063,9,9,0,0.5,1.3491463700838549,5.014663214552514e-07,5.5579076885530805,0.6890558617368567,9.981841634884976,1.135155589562734,44.80702511569445,3.906221270051592,0.0,0,0,0,7.666666666666667,5,8,0.7888106377466154,7.933333333333334,7,9,0.4422166387140532,8.733333333333333,8,9,0.4422166387140533,3,3,3,0,1,1,1,0,5,5,5,0,0.013363245,934,2,0.2449300267946353
HUBERREGRESSOR,5,7006,1402,1401,0.4,5.181249179055922,4.639543183,5.781584582441114,0.438778313,5.181249179055922,4.639543183,5.781584582441114,0.438778313,5,4,1,1.0,0.7211742812171623,0.06618288,1.544494060803611,0.001058252,1.2161133489076357,0.3170359855391345,1.961189695110082,0.001000441,1.0,1,1,0,3.4,1,5,1.9595917942265424,5.0,5,5,0.0,5.0,5,5,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.1871863994840741,0,0,0.6730116670092565
ELASTICNETCV,10,10361,1037,1036,0.3,4.9706049898913935,4.054054054054054,6.370656370656371,0.6365606956623819,4.9706049898913935,4.054054054054054,6.370656370656371,0.6365606956623819,5,5,0,0.1666666666666666,0.036209037,0.01066742,0.065855245,0.000851009,0.687720067,0.5941353868567885,0.7758066097804281,0.001541415,0.0,0,0,0,5.0,5,5,0.0,5.0,5,5,0.0,5.0,5,5,0.0,5,5,5,0,3,3,3,0,0,0,0,0,0.2764867088275641,0,0,0.0
LinearSVR,5,42046,8410,8409,0.4,5.023078579671376,4.661117717003567,5.315733143061006,0.2177269944587527,5.023078579671376,4.661117717003567,5.315733143061006,0.2177269944587527,1,1,0,0.1666666666666666,1.0303936516487338,0.6186259889941006,2.446031089688017,0.0,1.929291157253308,0.6701682124148061,5.0267937196939165,0.0,0.0,0,0,0,0.2,0,1,0.4,0.0,0,0,0.0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.013297097,0,0,0.6730116670092565
XGBRegressor,20,27641,1383,1382,0.2179449471770337,5.043229603213719,4.052098408104197,5.788712011577424,0.4570852288925209,5.043229603213719,4.052098408104197,5.788712011577424,0.4570852288925209,4,4,0,0.1666666666666666,3.106735431,1.7575655549073564e-06,4.857132933779709,0.6501145075249086,16.102041625851033,0.7053560021584508,29.567723572858853,3.588226489527836,0.0,0,0,0,2.9,1,4,0.7000000000000001,3.1,3,4,0.3,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.015563095,0,0,0.3250829733914482
XGBRegressor,5,14665,2933,2933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,0,24.0,1.0517348161569653,0.9333816481415396,1.2444155620203383,0.0,0.9177695847750929,0.3239428908354118,2.7390340866718423,0.0,0.0,0,0,0,0.8,0,1,0.4,1.0,1,1,0.0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.7082946219009942,0,0,0.0
LinearSVR,15,42046,2804,2803,0.2494438257849294,5.075390490014011,4.138423118087763,5.922226186,0.3934674498135554,5.075390490014011,4.138423118087763,5.922226186,0.3934674498135554,11,10,1,0.1666666666666666,1.4614704251062371,1.452112065053523e-05,3.7914061408140327,0.5468818207490649,9.108414949296964,0.096067206,21.29444420914346,1.970312531151724,1.0,1,1,0,7.866666666666666,4,11,2.390722810272148,10.133333333333333,10,11,0.339934634,11.0,11,11,0.0,5,5,5,0,3,3,3,0,4,4,4,0,0.025532589,2803,934,0.5799151714181009
XGBRegressor,20,34560,1728,1728,0.0,4.913194444444445,3.587962962962963,6.365740740740741,0.673363476,4.913194444444445,3.587962962962963,6.365740740740741,0.673363476,4,4,0,0.1666666666666666,0.8849033006797195,0.000131536,4.674804409643096,0.927707498,3.8389065461793135,0.016138108,26.034448780471138,5.132731440140999,0.0,0,0,0,3.15,3,4,0.3570714214271425,3.1,3,4,0.3,4.0,4,4,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.1706459111785011,0,0,0.0
LinearSVR,20,34560,1728,1728,0.0,4.869791666666666,4.108796296296297,5.613425925925926,0.4068558681200221,4.869791666666666,4.108796296296297,5.613425925925926,0.4068558681200221,4,3,1,0.1666666666666666,0.2400257744503978,0.0,0.791369551,0.068518502,0.8753146493215059,0.0,1.390491504,0.2220662169785633,1.0,1,1,0,0.95,0,1,0.2179449471770336,3.0,3,3,0.0,4.0,4,4,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.066581462,0,0,0.0
LinearSVR,5,24191,4839,4838,0.3999999999999999,4.964659044806217,4.836709384042993,5.229433650268707,0.1405282215698005,4.964659044806217,4.836709384042993,5.229433650268707,0.1405282215698005,5,4,1,0.1666666666666666,0.1009319302987633,0.032995383,0.2383871535074844,0.000210493,1.0619784364030538,0.7070360404648977,1.2624476801104512,0.000466121,1.0,1,1,0,1.2,1,2,0.4,5.0,5,5,0.0,5.0,5,5,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.083877216,0,0,0.5004024235381879
HUBERREGRESSOR,10,9211,922,921,0.3,4.852972695433851,4.121475054229935,6.623235613463627,0.749621273,4.852972695433851,4.121475054229935,6.623235613463627,0.749621273,3,3,0,0.5,0.052574517,0.001748481,0.1342252059857951,0.002390175,0.5704479887765616,0.4733417015517247,0.6262584839984253,0.002321932,0.0,0,0,0,3.0,3,3,0.0,3.0,3,3,0.0,3.0,3,3,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.4908326588633955,0,0,0.0
XGBRegressor,5,5760,1152,1152,0.0,4.895833333333333,4.513888888888888,5.295138888888888,0.2491788210834604,4.895833333333333,4.513888888888888,5.295138888888888,0.2491788210834604,3,3,0,1.0,1.3787801799077828,0.001253406,4.653280768972515,0.7467296506761103,4.895581694844371,1.2007141459596018,24.985115346334897,5.270834898828406,0.0,0,0,0,2.0,1,3,0.8944271909999159,3.0,3,3,0.0,3.0,3,3,0.0,2,2,2,0,0,0,0,0,0,0,0,0,0.300347534,0,0,0.6730116670092565
XGBRegressor,15,17280,1152,1152,0.0,4.988425925925926,4.166666666666666,5.815972222222222,0.5274146939844652,4.988425925925926,4.166666666666666,5.815972222222222,0.5274146939844652,6,6,0,0.1666666666666666,1.2085395068656148,1.1900789121778708e-06,4.851355894489747,0.8342762095532249,6.334350693,0.5905533558415041,28.58776985385124,4.985653630592863,0.0,0,0,0,5.466666666666667,5,6,0.498887652,5.333333333333333,5,6,0.4714045207910317,6.0,6,6,0.0,4,4,4,0,2,2,2,0,0,0,0,0,0.224820361,0,0,0.0
HUBERREGRESSOR,20,17280,864,864,0.0,5.115740740740741,3.8194444444444446,6.481481481481481,0.7371149688930861,5.115740740740741,3.8194444444444446,6.481481481481481,0.7371149688930861,4,4,0,0.1666666666666666,0.4305534157455215,0.001257705,1.3056367188852391,0.1914531392699681,1.333488470584494,0.000536962,4.186510827598681,0.3856506697816218,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.1799133547586783,0,0,0.0
HUBERREGRESSOR,5,17280,3456,3456,0.0,5.040509259,4.542824074074074,5.613425925925926,0.3778895304933912,5.040509259,4.542824074074074,5.613425925925926,0.3778895304933912,7,7,0,0.1666666666666666,1.296776743925612,7.38554016417191e-05,3.311106076178939,0.464429159,7.955800722970809,0.4243410785438435,17.222134767677215,1.608283270827617,0.0,0,0,0,4.8,2,7,1.939071942966532,6.2,6,7,0.3999999999999999,6.8,6,7,0.3999999999999999,4,4,4,0,2,2,2,0,2,2,2,0,0.011220389,3456,3456,0.6730116670092565
XGBRegressor,10,17280,1728,1728,0.0,4.982638888888888,4.6875,6.076388888888888,0.4160634136115437,4.982638888888888,4.6875,6.076388888888888,0.4160634136115437,4,4,0,0.1666666666666666,3.2683364498501226,0.00359541,4.7666425622741775,0.6448514373962669,16.583998779572333,0.045697458,27.81226099180532,3.590832693533322,0.0,0,0,0,2.8,1,3,0.6,3.1,3,4,0.3,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.014561758,0,0,0.3250829733914482
XGBRegressor,5,24191,4839,4838,0.3999999999999999,5.101064530037527,4.857379082265399,5.291442744935924,0.1595846202048683,5.101064530037527,4.857379082265399,5.291442744935924,0.1595846202048683,4,4,0,0.1666666666666666,1.5792814369837382,0.017046679,4.2772228832095145,0.950838483,7.810053081375555,1.1981175700739433,23.262400165063923,4.944087746748476,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.1695071966074256,0,0,0.0
LinearSVR,5,6911,1383,1382,0.4,4.876163209868016,4.341534008683068,5.712219812002893,0.4776535636639714,4.876163209868016,4.341534008683068,5.712219812002893,0.4776535636639714,4,4,0,0.5,0.3685074408291004,0.006274,1.157462747094743,0.1765655508905019,1.361212582278017,0.2442182661246486,3.7388559174014855,0.4109113370515108,0.0,0,0,0,4.0,4,4,0.0,4.0,4,4,0.0,4.0,4,4,0.0,3,3,3,0,1,1,1,0,0,0,0,0,0.3857673397567623,0,0,0.0
XGBRegressor,5,5760,1152,1152,0.0,5.121527777777778,4.861111111111112,5.555555555555555,0.2689571768199592,5.121527777777778,4.861111111111112,5.555555555555555,0.2689571768199592,3,3,0,1.0,0.4421821628630851,0.002314605,2.940737427458592,0.5073406071420464,1.3989929466926936,0.1931249972911772,8.017184703632328,1.4792186602625637,0.0,0,0,0,1.8,1,3,0.7483314773547883,2.0,2,2,0.0,3.0,3,3,0.0,1,1,1,0,0,0,0,0,0,0,0,0,0.6607516734831138,0,0,0.6730116670092565
